inspection_period,phase_start,phase_end,concentration_level_distribution,dynamic_state_distribution,episode_type,start_radon,end_radon,min_radon,max_radon,robust_slope,local_variability,confidence,reason_codes
2024-05-25 to 2024-05-30,2024-05-29T22:47:00+00:00,2024-05-29T22:47:00+00:00,"{""HIGH"": {""count"": 1, ""percent"": 100.0}}","{""RISING"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,228.0,228.0,228.0,228.0,N/A,22.5,LOW,"[""HIGH_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT""]"
2024-05-25 to 2024-05-30,2024-05-29T23:47:00+00:00,2024-05-29T23:47:00+00:00,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""SUDDEN_DROP"": {""count"": 1, ""percent"": 100.0}}",SUDDEN_DROP_EVENT,46.0,46.0,46.0,46.0,N/A,22.5,HIGH,"[""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""STRONG_PERSISTENT_TREND"", ""SUDDEN_NEGATIVE_CHANGE"", ""SUFFICIENT_WINDOW""]"
2024-05-25 to 2024-05-30,2024-05-30T00:47:00+00:00,2024-05-30T00:47:00+00:00,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""FALLING"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,21.0,21.0,21.0,21.0,N/A,35.5,HIGH,"[""HIGH_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_NEGATIVE"", ""STRONG_PERSISTENT_TREND"", ""SUFFICIENT_WINDOW""]"
2024-05-25 to 2024-05-30,2024-05-30T01:47:00+00:00,2024-05-30T03:47:00+00:00,"{""LOW"": {""count"": 3, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 3, ""percent"": 100.0}}",UNSTABLE_TRANSITION,33.0,18.0,18.0,33.0,-7.5,41.167,MEDIUM,"[""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""EXPLICIT_INSTABILITY_EVIDENCE"", ""HIGH_LOCAL_VARIABILITY"", ""REPEATED_SIGN_CHANGES""]"
2024-05-25 to 2024-05-30,2024-05-30T04:47:00+00:00,2024-06-01T12:45:00+00:00,"{""LOW"": {""count"": 57, ""percent"": 100.0}}","{""STABLE"": {""count"": 57, ""percent"": 100.0}}",STABLE_LOW,25.0,16.0,2.0,30.0,-0.161,2.43,MEDIUM,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""AMBIGUOUS_BUT_LOW_INSTABILITY""]"
2024-06-07 to 2024-06-14,2024-06-06T21:44:00+00:00,2024-06-07T14:44:00+00:00,"{""LOW"": {""count"": 18, ""percent"": 100.0}}","{""STABLE"": {""count"": 18, ""percent"": 100.0}}",STABLE_LOW,23.0,25.0,14.0,33.0,0.118,2.556,MEDIUM,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""AMBIGUOUS_BUT_LOW_INSTABILITY""]"
2024-06-07 to 2024-06-14,2024-06-07T15:44:00+00:00,2024-06-07T17:44:00+00:00,"{""LOW"": {""count"": 3, ""percent"": 100.0}}","{""RISING"": {""count"": 3, ""percent"": 100.0}}",ACCUMULATION,42.0,42.0,42.0,57.0,0.0,3.5,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_POSITIVE""]"
2024-06-07 to 2024-06-14,2024-06-07T18:44:00+00:00,2024-06-07T18:44:00+00:00,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""STABLE"": {""count"": 1, ""percent"": 100.0}}",STABLE_LOW,37.0,37.0,37.0,37.0,N/A,8.5,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_SLOPE_NEGATIVE"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW""]"
2024-06-07 to 2024-06-14,2024-06-07T19:44:00+00:00,2024-06-07T21:44:00+00:00,"{""LOW"": {""count"": 3, ""percent"": 100.0}}","{""FALLING"": {""count"": 3, ""percent"": 100.0}}",DECLINE,35.0,19.0,19.0,35.0,-8.0,5.833,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_NEGATIVE""]"
2024-06-07 to 2024-06-14,2024-06-07T22:44:00+00:00,2024-06-07T23:44:00+00:00,"{""LOW"": {""count"": 2, ""percent"": 100.0}}","{""STABLE"": {""count"": 2, ""percent"": 100.0}}",STABLE_LOW,23.0,30.0,23.0,30.0,7.0,7.25,MEDIUM,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SLOPE_NEAR_THRESHOLD"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]"
2024-06-07 to 2024-06-14,2024-06-08T00:44:00+00:00,2024-06-08T02:44:00+00:00,"{""LOW"": {""count"": 3, ""percent"": 100.0}}","{""FALLING"": {""count"": 3, ""percent"": 100.0}}",DECLINE,11.0,28.0,9.0,28.0,8.5,6.5,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""SHORT_SLOPE_NEGATIVE""]"
2024-06-07 to 2024-06-14,2024-06-08T03:44:00+00:00,2024-06-08T03:44:00+00:00,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""RISING"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,21.0,21.0,21.0,21.0,N/A,7.0,MEDIUM,"[""AMBIGUOUS_BUT_LOW_INSTABILITY"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SLOPE_BELOW_TREND_THRESHOLD"", ""SLOPE_NEAR_THRESHOLD""]"
2024-06-07 to 2024-06-14,2024-06-08T04:44:00+00:00,2024-06-08T10:44:00+00:00,"{""LOW"": {""count"": 7, ""percent"": 100.0}}","{""STABLE"": {""count"": 7, ""percent"": 100.0}}",STABLE_LOW,11.0,44.0,11.0,44.0,5.5,3.286,MEDIUM,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""AMBIGUOUS_BUT_LOW_INSTABILITY""]"
2024-06-07 to 2024-06-14,2024-06-08T11:44:00+00:00,2024-06-08T11:44:00+00:00,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""RISING"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,26.0,26.0,26.0,26.0,N/A,3.0,MEDIUM,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT""]"
2024-06-07 to 2024-06-14,2024-06-08T12:44:00+00:00,2024-06-08T12:44:00+00:00,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,21.0,21.0,21.0,21.0,N/A,2.0,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_SLOPE_NEGATIVE"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW""]"
2024-06-07 to 2024-06-14,2024-06-08T13:44:00+00:00,2024-06-08T16:44:00+00:00,"{""LOW"": {""count"": 4, ""percent"": 100.0}}","{""STABLE"": {""count"": 4, ""percent"": 100.0}}",STABLE_LOW,28.0,37.0,19.0,42.0,3.0,5.75,MEDIUM,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""AMBIGUOUS_BUT_LOW_INSTABILITY""]"
2024-06-07 to 2024-06-14,2024-06-08T17:44:00+00:00,2024-06-08T17:44:00+00:00,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""RISING"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,37.0,37.0,37.0,37.0,N/A,7.0,MEDIUM,"[""AMBIGUOUS_BUT_LOW_INSTABILITY"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SLOPE_BELOW_TREND_THRESHOLD"", ""SLOPE_NEAR_THRESHOLD""]"
2024-06-07 to 2024-06-14,2024-06-08T18:44:00+00:00,2024-06-08T18:44:00+00:00,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""STABLE"": {""count"": 1, ""percent"": 100.0}}",STABLE_LOW,19.0,19.0,19.0,19.0,N/A,7.0,HIGH,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_NEGATIVE""]"
2024-06-07 to 2024-06-14,2024-06-08T19:44:00+00:00,2024-06-08T19:44:00+00:00,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""FALLING"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,39.0,39.0,39.0,39.0,N/A,3.5,MEDIUM,"[""AMBIGUOUS_BUT_LOW_INSTABILITY"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_BELOW_TREND_THRESHOLD""]"
2024-06-07 to 2024-06-14,2024-06-08T20:44:00+00:00,2024-06-08T20:44:00+00:00,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""STABLE"": {""count"": 1, ""percent"": 100.0}}",STABLE_LOW,28.0,28.0,28.0,28.0,N/A,3.5,LOW,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES""]"
2024-06-07 to 2024-06-14,2024-06-08T21:44:00+00:00,2024-06-08T21:44:00+00:00,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,21.0,21.0,21.0,21.0,N/A,5.5,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_NEGATIVE"", ""SLOPE_NEAR_THRESHOLD""]"
2024-06-07 to 2024-06-14,2024-06-08T22:44:00+00:00,2024-06-10T07:44:00+00:00,"{""LOW"": {""count"": 34, ""percent"": 100.0}}","{""STABLE"": {""count"": 34, ""percent"": 100.0}}",STABLE_LOW,18.0,30.0,7.0,44.0,0.364,3.779,MEDIUM,"[""LOW_LOCAL_VARIABILITY"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""LONG_STABLE_DURATION"", ""AMBIGUOUS_BUT_LOW_INSTABILITY""]"
2024-06-07 to 2024-06-14,2024-06-10T08:44:00+00:00,2024-06-10T12:44:00+00:00,"{""LOW"": {""count"": 5, ""percent"": 100.0}}","{""RISING"": {""count"": 5, ""percent"": 100.0}}",ACCUMULATION,37.0,69.0,37.0,73.0,8.0,8.4,MEDIUM,"[""LOW_LOCAL_VARIABILITY"", ""SUFFICIENT_WINDOW"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_POSITIVE"", ""SLOPE_NEAR_THRESHOLD""]"
2024-06-07 to 2024-06-14,2024-06-10T13:44:00+00:00,2024-06-10T13:44:00+00:00,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,49.0,49.0,49.0,49.0,N/A,10.0,MEDIUM,"[""AMBIGUOUS_BUT_LOW_INSTABILITY"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SLOPE_BELOW_TREND_THRESHOLD"", ""SLOPE_NEAR_THRESHOLD""]"
2024-06-07 to 2024-06-14,2024-06-10T14:44:00+00:00,2024-06-10T14:44:00+00:00,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""STABLE"": {""count"": 1, ""percent"": 100.0}}",STABLE_LOW,51.0,51.0,51.0,51.0,N/A,5.0,MEDIUM,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_SLOPE_NEGATIVE"", ""SLOPE_NEAR_THRESHOLD""]"
2024-06-07 to 2024-06-14,2024-06-10T15:44:00+00:00,2024-06-10T17:44:00+00:00,"{""LOW"": {""count"": 3, ""percent"": 100.0}}","{""RISING"": {""count"": 3, ""percent"": 100.0}}",ACCUMULATION,76.0,85.0,76.0,85.0,4.5,10.0,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""SHORT_SLOPE_POSITIVE""]"
2024-06-07 to 2024-06-14,2024-06-10T18:44:00+00:00,2024-06-10T22:44:00+00:00,"{""LOW"": {""count"": 5, ""percent"": 100.0}}","{""STABLE"": {""count"": 5, ""percent"": 100.0}}",STABLE_LOW,81.0,87.0,74.0,87.0,1.5,3.8,MEDIUM,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""AMBIGUOUS_BUT_LOW_INSTABILITY""]"
2024-06-07 to 2024-06-14,2024-06-10T23:44:00+00:00,2024-06-10T23:44:00+00:00,"{""ELEVATED"": {""count"": 1, ""percent"": 100.0}}","{""STABLE"": {""count"": 1, ""percent"": 100.0}}",STABLE_ELEVATED,101.0,101.0,101.0,101.0,N/A,4.5,HIGH,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_POSITIVE""]"
2024-06-07 to 2024-06-14,2024-06-11T00:44:00+00:00,2024-06-11T00:44:00+00:00,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""RISING"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,87.0,87.0,87.0,87.0,N/A,5.5,MEDIUM,"[""AMBIGUOUS_BUT_LOW_INSTABILITY"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SLOPE_BELOW_TREND_THRESHOLD"", ""SLOPE_NEAR_THRESHOLD""]"
2024-06-07 to 2024-06-14,2024-06-11T01:44:00+00:00,2024-06-11T01:44:00+00:00,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""STABLE"": {""count"": 1, ""percent"": 100.0}}",STABLE_LOW,98.0,98.0,98.0,98.0,N/A,10.0,LOW,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SLOPE_NEAR_THRESHOLD""]"
2024-06-07 to 2024-06-14,2024-06-11T02:44:00+00:00,2024-06-11T02:44:00+00:00,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,85.0,85.0,85.0,85.0,N/A,6.5,MEDIUM,"[""AMBIGUOUS_BUT_LOW_INSTABILITY"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SLOPE_BELOW_TREND_THRESHOLD"", ""SLOPE_NEAR_THRESHOLD""]"
2024-06-07 to 2024-06-14,2024-06-11T03:44:00+00:00,2024-06-11T05:44:00+00:00,"{""ELEVATED"": {""count"": 3, ""percent"": 100.0}}","{""RISING"": {""count"": 3, ""percent"": 100.0}}",ACCUMULATION,112.0,108.0,108.0,137.0,-2.0,10.5,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""SUFFICIENT_WINDOW"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_POSITIVE"", ""SLOPE_NEAR_THRESHOLD""]"
2024-06-07 to 2024-06-14,2024-06-11T06:44:00+00:00,2024-06-11T06:44:00+00:00,"{""ELEVATED"": {""count"": 1, ""percent"": 100.0}}","{""STABLE"": {""count"": 1, ""percent"": 100.0}}",STABLE_ELEVATED,110.0,110.0,110.0,110.0,N/A,7.0,MEDIUM,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_SLOPE_NEGATIVE"", ""SLOPE_NEAR_THRESHOLD""]"
2024-06-07 to 2024-06-14,2024-06-11T07:44:00+00:00,2024-06-11T07:44:00+00:00,"{""ELEVATED"": {""count"": 1, ""percent"": 100.0}}","{""FALLING"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,126.0,126.0,126.0,126.0,N/A,9.0,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_POSITIVE"", ""SLOPE_NEAR_THRESHOLD""]"
2024-06-07 to 2024-06-14,2024-06-11T08:44:00+00:00,2024-06-11T08:44:00+00:00,"{""ELEVATED"": {""count"": 1, ""percent"": 100.0}}","{""RISING"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,114.0,114.0,114.0,114.0,N/A,4.0,MEDIUM,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT""]"
2024-06-07 to 2024-06-14,2024-06-11T09:44:00+00:00,2024-06-11T12:44:00+00:00,"{""ELEVATED"": {""count"": 4, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 4, ""percent"": 100.0}}",UNSTABLE_TRANSITION,143.0,143.0,125.0,143.0,0.0,10.125,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""EXPLICIT_INSTABILITY_EVIDENCE""]"
2024-06-07 to 2024-06-14,2024-06-11T13:44:00+00:00,2024-06-11T13:44:00+00:00,"{""ELEVATED"": {""count"": 1, ""percent"": 100.0}}","{""RISING"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,114.0,114.0,114.0,114.0,N/A,11.0,MEDIUM,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_SLOPE_NEGATIVE"", ""SLOPE_NEAR_THRESHOLD"", ""STRONG_PERSISTENT_TREND""]"
2024-06-07 to 2024-06-14,2024-06-11T14:44:00+00:00,2024-06-11T14:44:00+00:00,"{""ELEVATED"": {""count"": 1, ""percent"": 100.0}}","{""FALLING"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,132.0,132.0,132.0,132.0,N/A,7.5,MEDIUM,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT""]"
2024-06-07 to 2024-06-14,2024-06-11T15:44:00+00:00,2024-06-11T18:44:00+00:00,"{""ELEVATED"": {""count"": 4, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 4, ""percent"": 100.0}}",UNSTABLE_TRANSITION,152.0,159.0,137.0,159.0,2.333,8.375,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""SUFFICIENT_WINDOW"", ""SLOPE_NEAR_THRESHOLD"", ""EXPLICIT_INSTABILITY_EVIDENCE"", ""PERSISTENCE_ADJUSTED_STATE""]"
2024-06-07 to 2024-06-14,2024-06-11T19:44:00+00:00,2024-06-11T19:44:00+00:00,"{""ELEVATED"": {""count"": 1, ""percent"": 100.0}}","{""RISING"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,143.0,143.0,143.0,143.0,N/A,7.5,MEDIUM,"[""AMBIGUOUS_BUT_LOW_INSTABILITY"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SLOPE_BELOW_TREND_THRESHOLD"", ""SLOPE_NEAR_THRESHOLD""]"
2024-06-07 to 2024-06-14,2024-06-11T20:44:00+00:00,2024-06-11T20:44:00+00:00,"{""ELEVATED"": {""count"": 1, ""percent"": 100.0}}","{""STABLE"": {""count"": 1, ""percent"": 100.0}}",STABLE_ELEVATED,181.0,181.0,181.0,181.0,N/A,8.0,HIGH,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_POSITIVE""]"
2024-06-07 to 2024-06-14,2024-06-11T21:44:00+00:00,2024-06-11T21:44:00+00:00,"{""ELEVATED"": {""count"": 1, ""percent"": 100.0}}","{""RISING"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,154.0,154.0,154.0,154.0,N/A,8.0,MEDIUM,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT""]"
2024-06-07 to 2024-06-14,2024-06-11T22:44:00+00:00,2024-06-12T02:44:00+00:00,"{""HIGH"": {""count"": 5, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 5, ""percent"": 100.0}}",UNSTABLE_TRANSITION,203.0,223.0,201.0,223.0,5.0,15.0,HIGH,"[""SUFFICIENT_WINDOW"", ""SLOPE_NEAR_THRESHOLD"", ""EXPLICIT_INSTABILITY_EVIDENCE"", ""LOW_LOCAL_VARIABILITY"", ""REPEATED_SIGN_CHANGES""]"
2024-06-07 to 2024-06-14,2024-06-12T03:44:00+00:00,2024-06-12T03:44:00+00:00,"{""HIGH"": {""count"": 1, ""percent"": 100.0}}","{""RISING"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,214.0,214.0,214.0,214.0,N/A,9.0,MEDIUM,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT""]"
2024-06-07 to 2024-06-14,2024-06-12T04:44:00+00:00,2024-06-12T06:44:00+00:00,"{""HIGH"": {""count"": 3, ""percent"": 100.0}}","{""STABLE"": {""count"": 3, ""percent"": 100.0}}",STABLE_HIGH,212.0,210.0,199.0,212.0,-1.0,5.333,MEDIUM,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""SHORT_MEDIUM_SLOPE_AGREEMENT""]"
2024-06-07 to 2024-06-14,2024-06-12T07:44:00+00:00,2024-06-12T15:44:00+00:00,"{""ELEVATED"": {""count"": 3, ""percent"": 33.33}, ""HIGH"": {""count"": 6, ""percent"": 66.67}}","{""UNSTABLE_TRANSITION"": {""count"": 9, ""percent"": 100.0}}",UNSTABLE_TRANSITION,164.0,137.0,137.0,255.0,-3.375,16.5,HIGH,"[""SUFFICIENT_WINDOW"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""EXPLICIT_INSTABILITY_EVIDENCE"", ""REPEATED_SIGN_CHANGES"", ""HIGH_LOCAL_VARIABILITY""]"
2024-06-07 to 2024-06-14,2024-06-12T16:44:00+00:00,2024-06-12T16:44:00+00:00,"{""HIGH"": {""count"": 1, ""percent"": 100.0}}","{""FALLING"": {""count"": 1, ""percent"": 100.0}}",UNSTABLE_TRANSITION,205.0,205.0,205.0,205.0,N/A,7.5,MEDIUM,"[""AMBIGUOUS_BUT_LOW_INSTABILITY"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_BELOW_TREND_THRESHOLD""]"
2024-06-07 to 2024-06-14,2024-06-12T17:44:00+00:00,2024-06-12T23:44:00+00:00,"{""ELEVATED"": {""count"": 3, ""percent"": 42.86}, ""HIGH"": {""count"": 4, ""percent"": 57.14}}","{""UNSTABLE_TRANSITION"": {""count"": 7, ""percent"": 100.0}}",UNSTABLE_TRANSITION,168.0,242.0,168.0,242.0,12.333,17.714,HIGH,"[""SUFFICIENT_WINDOW"", ""EXPLICIT_INSTABILITY_EVIDENCE"", ""HIGH_LOCAL_VARIABILITY"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT""]"
2024-06-07 to 2024-06-14,2024-06-13T00:44:00+00:00,2024-06-13T02:44:00+00:00,"{""HIGH"": {""count"": 3, ""percent"": 100.0}}","{""RISING"": {""count"": 3, ""percent"": 100.0}}",ACCUMULATION,219.0,277.0,219.0,277.0,29.0,11.333,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""SUFFICIENT_WINDOW"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_SLOPE_POSITIVE"", ""SLOPE_NEAR_THRESHOLD""]"
2024-06-07 to 2024-06-14,2024-06-13T03:44:00+00:00,2024-06-13T06:44:00+00:00,"{""HIGH"": {""count"": 4, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 4, ""percent"": 100.0}}",UNSTABLE_TRANSITION,214.0,234.0,208.0,240.0,6.667,17.875,HIGH,"[""EXPLICIT_INSTABILITY_EVIDENCE"", ""HIGH_LOCAL_VARIABILITY"", ""REPEATED_SIGN_CHANGES"", ""SUFFICIENT_WINDOW"", ""SHORT_MEDIUM_SLOPE_AGREEMENT""]"
2024-06-07 to 2024-06-14,2024-06-13T07:44:00+00:00,2024-06-13T09:44:00+00:00,"{""HIGH"": {""count"": 3, ""percent"": 100.0}}","{""STABLE"": {""count"": 3, ""percent"": 100.0}}",STABLE_HIGH,240.0,258.0,221.0,258.0,9.0,11.667,MEDIUM,"[""LOW_LOCAL_VARIABILITY"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW"", ""AMBIGUOUS_BUT_LOW_INSTABILITY"", ""SLOPE_BELOW_TREND_THRESHOLD""]"
